Date,Time,UpTick,UpVolume,DownTick,DownVolume,UnchVolume,Open,High,Low,Close,Volume,QryIndex
20181116,0,0,0,0,0,0,9843,9928,9756,9783,202064,215
20181119,0,0,0,0,0,0,9781,9838,9735,9819,138729,216
20181120,0,0,0,0,0,0,9826,9851,9703,9732,161458,217
20181121,0,0,0,0,0,0,9735,9760,9624,9743,124554,218
20181122,0,0,0,0,0,0,9742,9788,9700,9714,123065,219
20181123,0,0,0,0,0,0,9720,9733,9613,9620,133493,220
20181126,0,0,0,0,0,0,9620,9850,9620,9768,171060,221
20181127,0,0,0,0,0,0,9768,9808,9644,9741,159438,222
20181128,0,0,0,0,0,0,9729,9880,9703,9870,186133,223
20181129,0,0,0,0,0,0,9879,9996,9861,9877,166405,224
20181130,0,0,0,0,0,0,9872,9942,9847,9853,152248,225
20181203,0,0,0,0,0,0,9855,10156,9815,10122,160405,226
20181204,0,0,0,0,0,0,10122,10145,10033,10042,134784,227
20181205,0,0,0,0,0,0,10043,10071,9863,9878,174653,228
20181206,0,0,0,0,0,0,9890,9905,9626,9674,177206,229
20181207,0,0,0,0,0,0,9662,9763,9574,9746,182984,230
20181210,0,0,0,0,0,0,9747,9800,9560,9626,181067,231
20181211,0,0,0,0,0,0,9626,9713,9583,9687,180656,232
20181212,0,0,0,0,0,0,9688,9827,9660,9818,186644,233
20181213,0,0,0,0,0,0,9820,9882,9790,9856,147762,234
20181214,0,0,0,0,0,0,9863,9886,9676,9730,178579,235
20181217,0,0,0,0,0,0,9725,9826,9685,9790,146539,236
20181218,0,0,0,0,0,0,9790,9798,9686,9718,159297,237
20181219,0,0,0,0,0,0,9727,9778,9718,9768,76969,238
20181220,0,0,0,0,0,0,9748,9790,9592,9641,193128,239
20181221,0,0,0,0,0,0,9650,9682,9556,9660,185524,240
20181222,0,0,0,0,0,0,9669,9700,9575,9585,84906,241
20181224,0,0,0,0,0,0,9603,9627,9587,9620,89050,242
20181225,0,0,0,0,0,0,9623,9625,9410,9477,143565,243
20181226,0,0,0,0,0,0,9481,9555,9438,9459,122103,244
20181227,0,0,0,0,0,0,9480,9655,9465,9633,175190,245
20181228,0,0,0,0,0,0,9622,9680,9540,9671,145957,246
20190102,0,0,0,0,0,0,9760,9762,9506,9536,165919,247
20190103,0,0,0,0,0,0,9528,9590,9433,9440,178547,248
20190104,0,0,0,0,0,0,9449,9475,9305,9367,227806,249
20190107,0,0,0,0,0,0,9387,9588,9373,9563,198920,250
20190108,0,0,0,0,0,0,9568,9632,9532,9561,156758,251
20190109,0,0,0,0,0,0,9560,9755,9551,9708,201633,252
20190110,0,0,0,0,0,0,9684,9749,9673,9694,135707,253
20190111,0,0,0,0,0,0,9692,9803,9687,9750,166724,254
20190114,0,0,0,0,0,0,9758,9779,9660,9691,136177,255
20190115,0,0,0,0,0,0,9684,9817,9676,9793,154942,256
20190116,0,0,0,0,0,0,9805,9813,9755,9784,80083,257
20190117,0,0,0,0,0,0,9773,9834,9721,9779,167579,258
20190118,0,0,0,0,0,0,9733,9851,9732,9820,157308,259
20190121,0,0,0,0,0,0,9821,9922,9817,9866,156318,260
20190122,0,0,0,0,0,0,9869,9888,9822,9847,106289,261
20190123,0,0,0,0,0,0,9851,9872,9795,9818,139910,262
20190124,0,0,0,0,0,0,9819,9884,9798,9863,141340,263
20190125,0,0,0,0,0,0,9864,9989,9855,9968,153435,264
20190128,0,0,0,0,0,0,9971,10039,9970,9985,110455,265
20190129,0,0,0,0,0,0,9978,9984,9880,9923,144814,266
20190130,0,0,0,0,0,0,9925,9956,9896,9926,114711,267
20190211,0,0,0,0,0,0,9924,10067,9918,9999,124309,268
20190212,0,0,0,0,0,0,10011,10093,10003,10084,94667,269
20190213,0,0,0,0,0,0,10089,10141,10055,10084,117670,270
20190214,0,0,0,0,0,0,10092,10124,10034,10080,118417,271
20190215,0,0,0,0,0,0,10089,10116,10022,10042,145469,272
20190218,0,0,0,0,0,0,10041,10161,10030,10135,124369,273
20190219,0,0,0,0,0,0,10142,10158,10104,10142,80929,274
20190220,0,0,0,0,0,0,10148,10262,10130,10256,88738,275
20190221,0,0,0,0,0,0,10257,10327,10232,10324,122115,276
20190222,0,0,0,0,0,0,10306,10322,10245,10310,116057,277
20190225,0,0,0,0,0,0,10316,10378,10315,10368,131142,278
20190226,0,0,0,0,0,0,10380,10419,10336,10355,121568,279
20190227,0,0,0,0,0,0,10352,10384,10325,10362,101932,280
20190304,0,0,0,0,0,0,10341,10400,10276,10311,148754,281
20190305,0,0,0,0,0,0,10303,10310,10215,10274,130676,282
20190306,0,0,0,0,0,0,10283,10333,10257,10322,117100,283
20190307,0,0,0,0,0,0,10328,10355,10260,10262,119944,284
20190308,0,0,0,0,0,0,10265,10292,10162,10200,163846,285
20190311,0,0,0,0,0,0,10190,10234,10149,10229,113829,286
20190312,0,0,0,0,0,0,10232,10385,10208,10348,137336,287
20190313,0,0,0,0,0,0,10348,10365,10305,10365,126386,288
20190314,0,0,0,0,0,0,10357,10414,10322,10338,118489,289
20190315,0,0,0,0,0,0,10337,10430,10318,10414,127741,290
20190318,0,0,0,0,0,0,10413,10487,10409,10477,103156,291
20190319,0,0,0,0,0,0,10487,10511,10461,10501,90763,292
20190320,0,0,0,0,0,0,10505,10553,10492,10545,69417,293
20190321,0,0,0,0,0,0,10521,10593,10480,10590,120877,294
20190322,0,0,0,0,0,0,10568,10663,10560,10613,139322,295
20190325,0,0,0,0,0,0,10608,10629,10423,10438,148019,296
20190326,0,0,0,0,0,0,10421,10538,10420,10522,125829,297
20190327,0,0,0,0,0,0,10518,10571,10473,10520,121467,298
20190328,0,0,0,0,0,0,10525,10529,10444,10493,124271,299
20190329,0,0,0,0,0,0,10500,10600,10476,10598,162934,300
20190401,0,0,0,0,0,0,10595,10715,10592,10638,145228,301
20190402,0,0,0,0,0,0,10643,10704,10641,10676,99316,302
20190403,0,0,0,0,0,0,10682,10728,10644,10693,115957,303
20190408,0,0,0,0,0,0,10703,10795,10700,10770,116927,304
20190409,0,0,0,0,0,0,10782,10848,10769,10843,87636,305
20190410,0,0,0,0,0,0,10847,10878,10800,10862,102795,306
20190411,0,0,0,0,0,0,10861,10885,10775,10806,127869,307
20190412,0,0,0,0,0,0,10809,10831,10782,10802,100865,308
20190415,0,0,0,0,0,0,10805,10895,10800,10876,98649,309
20190416,0,0,0,0,0,0,10866,10932,10834,10931,101509,310
20190417,0,0,0,0,0,0,10930,11010,10929,11004,73256,311
20190418,0,0,0,0,0,0,10993,11042,10920,10939,148571,312
20190419,0,0,0,0,0,0,10940,11036,10938,10972,124994,313
20190422,0,0,0,0,0,0,10978,11030,10958,10978,87268,314
20190423,0,0,0,0,0,0,10972,11024,10934,11024,125495,315
20190424,0,0,0,0,0,0,11025,11061,10970,11009,131817,316
20190425,0,0,0,0,0,0,11005,11041,10960,11031,118621,317
20190426,0,0,0,0,0,0,11015,11022,10900,10933,154605,318
20190429,0,0,0,0,0,0,10920,10978,10902,10932,120112,319
20190430,0,0,0,0,0,0,10939,10961,10883,10952,117343,320
20190502,0,0,0,0,0,0,10952,11033,10926,10978,136244,321
20190503,0,0,0,0,0,0,10985,11094,10943,11092,140633,322
20190506,0,0,0,0,0,0,11093,11138,10821,10857,183090,323
20190507,0,0,0,0,0,0,10849,10996,10841,10970,152073,324
20190508,0,0,0,0,0,0,10992,10995,10824,10893,188735,325
20190509,0,0,0,0,0,0,10894,10921,10716,10746,215478,326
20190510,0,0,0,0,0,0,10729,10850,10595,10745,324557,327
20190513,0,0,0,0,0,0,10760,10790,10565,10576,227305,328
20190514,0,0,0,0,0,0,10571,10575,10376,10532,245461,329
20190515,0,0,0,0,0,0,10524,10609,10505,10579,115591,330
20190516,0,0,0,0,0,0,10582,10598,10483,10488,193197,331
20190517,0,0,0,0,0,0,10498,10568,10406,10411,196178,332
20190520,0,0,0,0,0,0,10406,10485,10365,10433,198974,333
20190521,0,0,0,0,0,0,10434,10502,10347,10487,190980,334
20190522,0,0,0,0,0,0,10482,10515,10453,10480,154388,335
20190523,0,0,0,0,0,0,10476,10490,10285,10310,179353,336
20190524,0,0,0,0,0,0,10293,10386,10238,10344,166765,337
20190527,0,0,0,0,0,0,10351,10390,10284,10333,133617,338
20190528,0,0,0,0,0,0,10342,10374,10309,10340,97935,339
20190529,0,0,0,0,0,0,10329,10344,10218,10291,127022,340
20190530,0,0,0,0,0,0,10268,10382,10241,10367,155926,341
20190531,0,0,0,0,0,0,10373,10493,10330,10455,161329,342
20190603,0,0,0,0,0,0,10440,10477,10366,10471,164801,343
20190604,0,0,0,0,0,0,10471,10499,10401,10416,133390,344
20190605,0,0,0,0,0,0,10411,10510,10409,10456,131766,345
20190606,0,0,0,0,0,0,10446,10470,10351,10360,145827,346
20190610,0,0,0,0,0,0,10363,10546,10338,10539,149904,347
20190611,0,0,0,0,0,0,10549,10618,10533,10592,124613,348
20190612,0,0,0,0,0,0,10591,10616,10561,10592,112568,349
20190613,0,0,0,0,0,0,10585,10594,10497,10529,139860,350
20190614,0,0,0,0,0,0,10522,10558,10516,10529,100964,351
20190617,0,0,0,0,0,0,10522,10565,10460,10545,124985,352
20190618,0,0,0,0,0,0,10541,10576,10526,10553,79671,353
20190619,0,0,0,0,0,0,10557,10800,10547,10770,114979,354
20190620,0,0,0,0,0,0,10572,10605,10542,10591,108646,355
20190621,0,0,0,0,0,0,10602,10677,10564,10585,142115,356
20190624,0,0,0,0,0,0,10596,10647,10553,10623,113497,357
20190625,0,0,0,0,0,0,10622,10630,10523,10540,118967,358
20190626,0,0,0,0,0,0,10545,10568,10498,10503,114363,359
20190627,0,0,0,0,0,0,10506,10642,10504,10622,138285,360
20190628,0,0,0,0,0,0,10628,10636,10550,10580,111400,361
20190701,0,0,0,0,0,0,10587,10780,10565,10767,117615,362
20190702,0,0,0,0,0,0,10768,10782,10729,10749,85536,363
20190703,0,0,0,0,0,0,10750,10761,10202,10641,133799,364
20190704,0,0,0,0,0,0,10644,10729,10643,10710,95634,365
20190705,0,0,0,0,0,0,10702,10749,10682,10718,84271,366
20190708,0,0,0,0,0,0,10711,10714,10630,10665,134621,367
20190709,0,0,0,0,0,0,10661,10699,10631,10650,97154,368
20190710,0,0,0,0,0,0,10646,10741,10635,10731,126672,369
20190711,0,0,0,0,0,0,10725,10833,10720,10814,124584,370
20190712,0,0,0,0,0,0,10815,10830,10775,10810,98058,371
20190715,0,0,0,0,0,0,10803,10860,10730,10849,135442,372
20190716,0,0,0,0,0,0,10849,10892,10840,10876,90975,373
20190717,0,0,0,0,0,0,10870,10874,10805,10831,92123,374
20190718,0,0,0,0,0,0,10667,10676,10623,10651,97234,375
20190719,0,0,0,0,0,0,10665,10792,10656,10744,131670,376
20190722,0,0,0,0,0,0,10745,10798,10710,10794,103267,377
20190723,0,0,0,0,0,0,10790,10836,10785,10803,96746,378
20190724,0,0,0,0,0,0,10803,10835,10792,10804,90679,379
20190725,0,0,0,0,0,0,10800,10831,10769,10822,94996,380
20190726,0,0,0,0,0,0,10826,10827,10765,10787,82009,381
20190729,0,0,0,0,0,0,10784,10802,10744,10782,98366,382
20190730,0,0,0,0,0,0,10787,10836,10751,10752,110643,383
20190731,0,0,0,0,0,0,10743,10747,10674,10737,138295,384
20190801,0,0,0,0,0,0,10722,10733,10566,10644,148656,385
20190802,0,0,0,0,0,0,10634,10696,10441,10469,214466,386
20190805,0,0,0,0,0,0,10472,10473,10358,10379,192506,387
20190806,0,0,0,0,0,0,10380,10389,10095,10331,271373,388
20190807,0,0,0,0,0,0,10337,10375,10284,10347,165400,389
20190808,0,0,0,0,0,0,10352,10454,10257,10439,215623,390
20190812,0,0,0,0,0,0,10439,10477,10380,10441,86901,391
20190813,0,0,0,0,0,0,10440,10452,10319,10342,151542,392
20190814,0,0,0,0,0,0,10330,10492,10305,10429,182688,393
20190815,0,0,0,0,0,0,10424,10424,10221,10301,196614,394
20190816,0,0,0,0,0,0,10328,10421,10206,10414,220530,395
20190819,0,0,0,0,0,0,10402,10489,10390,10484,127661,396
20190820,0,0,0,0,0,0,10494,10530,10476,10527,106985,397
20190821,0,0,0,0,0,0,10520,10544,10491,10528,79206,398
20190822,0,0,0,0,0,0,10496,10564,10260,10477,144235,399
20190823,0,0,0,0,0,0,10477,10513,10435,10499,118111,400
20190826,0,0,0,0,0,0,10506,10511,10294,10307,206790,401
20190827,0,0,0,0,0,0,10338,10390,10333,10364,123466,402
20190828,0,0,0,0,0,0,10365,10438,10349,10413,127971,403
20190829,0,0,0,0,0,0,10412,10442,10356,10430,126235,404
20190830,0,0,0,0,0,0,10432,10584,10425,10576,122730,405
20190902,0,0,0,0,0,0,10573,10620,10556,10605,96705,406
20190903,0,0,0,0,0,0,10602,10632,10537,10543,107985,407
20190904,0,0,0,0,0,0,10540,10657,10523,10644,119825,408
20190905,0,0,0,0,0,0,10690,10762,10675,10735,121054,409
20190906,0,0,0,0,0,0,10717,10795,10714,10768,97470,410
20190909,0,0,0,0,0,0,10777,10827,10758,10792,90254,411
20190910,0,0,0,0,0,0,10794,10814,10731,10743,90805,412
20190911,0,0,0,0,0,0,10749,10808,10723,10773,111384,413
20190912,0,0,0,0,0,0,10775,10870,10762,10824,105750,414
20190916,0,0,0,0,0,0,10821,10885,10795,10881,105105,415
20190917,0,0,0,0,0,0,10887,10913,10858,10863,77323,416
20190918,0,0,0,0,0,0,10865,10963,10854,10959,73753,417
20190919,0,0,0,0,0,0,10898,10936,10844,10870,112018,418
20190920,0,0,0,0,0,0,10862,10919,10856,10901,86647,419
20190923,0,0,0,0,0,0,10906,10929,10857,10894,98027,420
20190924,0,0,0,0,0,0,10895,10932,10865,10908,110647,421
20190925,0,0,0,0,0,0,10907,10908,10805,10841,127924,422
20190926,0,0,0,0,0,0,10829,10895,10792,10843,124086,423
20190927,0,0,0,0,0,0,10842,10898,10811,10824,126414,424
20191001,0,0,0,0,0,0,10856,10962,10856,10954,90905,425
20191002,0,0,0,0,0,0,10957,10964,10902,10922,101716,426
20191003,0,0,0,0,0,0,10919,10921,10773,10851,140707,427
20191004,0,0,0,0,0,0,10869,10912,10818,10880,147369,428
20191007,0,0,0,0,0,0,10862,10937,10853,10915,102891,429
20191008,0,0,0,0,0,0,10912,11021,10904,11001,104336,430
20191009,0,0,0,0,0,0,11009,11009,10880,10880,128509,431
20191014,0,0,0,0,0,0,10876,11092,10771,11076,120304,432
